證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"4755","三福化","127000","8715800","69.10","69.40","68.10","68.20","-0.6000","98"
"4763","材料-KY","160000","21069500","132.50","133.00","130.50","131.00","-2.0000","137"
"4764","雙鍵","7000","436200","62.00","62.90","62.00","62.50","-0.5000","7"
"4766","南寶","101000","15972000","160.50","160.50","157.00","157.00","-3.5000","89"
"4807","日成-KY","46000","1102550","24.30","24.30","23.70","24.15","-0.5500","34"
"4904","遠傳","4220000","271951500","64.80","65.10","64.10","64.40","-0.7000","1921"
"4906","正文","7417000","248845350","34.55","34.55","33.05","33.10","-1.4500","3180"
"4912","聯德控股-KY","2748000","560349500","218.00","218.00","196.50","196.50","-21.5000","1713"
"4915","致伸","2498000","151688400","61.30","61.60","59.90","59.90","-1.0000","1652"
"4916","事欣科","685000","16567500","25.00","25.00","23.85","23.90","-1.1000","435"
"4919","新唐","13211000","891386700","69.20","69.40","66.00","67.00","-2.0000","6381"
"4927","泰鼎-KY","1688000","111108800","66.80","66.80","65.20","65.20","-1.6000","1124"
"4930","燦星網","1179000","32143600","28.05","28.05","26.80","26.95","-1.1000","654"
"4934","太極","5128000","152719600","30.20","30.25","29.00","29.40","-0.5000","2512"
"4935","茂林-KY","3684000","401109500","109.00","111.50","106.50","107.00","0.5000","2130"
"4938","和碩","18400000","1334946400","73.60","73.80","72.20","72.20","-1.4000","10157"
"4942","嘉彰","1266000","58157450","46.65","46.75","45.45","45.60","-0.9000","807"
"4943","康控-KY","1637000","101488000","65.30","65.50","60.40","60.40","-5.6000","1152"
"4952","凌通","1773000","97387300","56.90","56.90","54.00","54.20","-2.7000","1095"
"4956","光鋐","3021000","76741650","26.50","26.55","24.90","24.95","-1.1500","1449"
"4958","臻鼎-KY","13879000","1401753900","106.00","106.00","99.30","99.30","-6.7000","7757"
"4960","誠美材","25208000","341802800","14.05","14.10","13.25","13.35","-0.9000","6104"
"4961","天鈺","18907000","5918705500","329.00","329.00","303.00","306.50","-23.5000","13785"
"4967","十銓","31964000","2182459700","69.00","70.80","62.50","62.50","-6.3000","17373"
"4968","立積","2279000","1119383000","490.00","498.50","490.00","490.00","-54.0000","1643"
"4976","佳凌","6017000","474915200","83.50","83.50","76.10","76.10","-7.9000","3914"
"4977","眾達-KY","778000","85828500","113.00","113.00","108.00","108.00","-5.5000","538"
"4989","榮科","5174000","213892400","44.90","44.90","40.45","40.45","-4.4500","2380"
"4994","傳奇","151000","11345200","76.10","76.70","74.30","74.50","-3.1000","109"
"4999","鑫禾","835000","47074300","57.70","57.70","55.60","55.70","-2.0000","535"
"5007","三星","192000","12149200","63.60","64.00","62.60","63.30","-0.3000","115"
"5203","訊連","481000","41478300","89.60","89.60","85.00","85.60","-4.1000","321"
"5215","科嘉-KY","992000","124653000","129.50","130.00","123.50","124.00","-5.5000","767"
"5225","東科-KY","97000","1951700","20.40","20.40","20.00","20.05","-0.3500","76"
"5234","達興材料","220000","20365300","93.50","93.70","91.50","91.80","-2.5000","184"
"5243","乙盛-KY","3570000","227053700","66.30","66.30","62.40","62.60","-3.9000","2296"
"5258","虹堡","1647000","43731750","26.40","27.00","26.30","26.40","0.3500","566"
"5269","祥碩","792000","908980000","1195.00","1210.00","1110.00","1115.00","-65.0000","735"
"5283","禾聯碩","262000","32858000","128.00","128.00","124.50","125.00","-3.0000","218"
"5284","jpp-KY","105000","4657750","46.15","46.15","44.00","44.10","-2.2500","73"
"5285","界霖","2213000","172717600","81.00","81.00","76.20","76.20","-5.0000","1402"
"5288","豐祥-KY","742000","119073500","156.50","164.00","156.50","158.50","3.5000","463"
"5388","中磊","1396000","101419000","74.10","74.10","71.80","71.80","-2.3000","943"
"5434","崇越","1234000","166129500","136.00","136.50","133.50","133.50","-3.0000","731"
"5469","瀚宇博","7461000","361414400","49.65","49.85","47.80","47.90","-1.8000","3123"
"5471","松翰","9866000","1027140000","110.00","110.00","102.00","102.00","-8.0000","6479"
"5484","慧友","440000","6555350","15.20","15.20","14.60","14.65","-0.4500","172"
"5515","建國","1608000","23556350","14.90","14.90","14.40","14.45","-0.4500","682"
"5519","隆大","4084000","98453950","24.45","24.45","23.80","23.95","-0.4500","2091"
"5521","工信","6553000","74927250","11.65","11.75","11.25","11.30","-0.3500","1452"
"5522","遠雄","706000","40384500","57.70","58.00","56.70","56.70","-1.0000","411"
"5525","順天","197000","4892200","25.20","25.20","24.65","24.75","-0.4500","121"
"5531","鄉林","7037000","104010750","15.30","15.40","14.55","14.60","-0.7000","2333"
"5533","皇鼎","194000","3302600","17.00","17.10","17.00","17.05","0.0500","70"
"5534","長虹","414000","34056600","82.70","82.80","82.00","82.20","-0.8000","315"
"5538","東明-KY","41000","1744300","42.25","43.05","41.95","42.20","-0.9000","29"
"5546","永固-KY","319000","25097900","79.20","79.50","78.20","78.80","-0.8000","120"
"5607","遠雄港","1328000","42910900","32.65","33.00","31.80","31.80","-0.8000","710"
"5608","四維航","9863000","297565550","29.90","31.10","29.00","29.00","0.0000","3001"
"5706","鳳凰","647000","23664700","37.80","37.80","36.05","36.10","-1.9500","388"
"5871","中租-KY","2374000","471980500","199.50","201.50","197.00","197.50","-4.5000","1426"
"5871A","中租-KY甲特","185000","18464700","99.80","99.90","99.80","99.80","0.0000","89"
"5876","上海商銀","4546000","196611200","43.00","43.55","42.70","42.80","-0.6500","1968"
"5880","合庫金","14655000","312470300","21.35","21.40","21.25","21.25","-0.1500","4386"
"5906","台南-KY","24000","1086150","45.00","45.80","44.60","45.75","0.0500","17"
"5907","大洋-KY","790000","18414000","23.65","23.65","23.05","23.05","-0.6000","419"
"6005","群益證","30816000","589669600","19.30","19.60","18.80","18.95","-0.3500","7627"
"6024","群益期","911000","40002350","44.05","44.20","43.45","43.90","-0.3500","433"
"6108","競國","881000","19072950","22.10","22.10","21.55","21.60","-0.5500","346"
"6112","聚碩","539000","22991150","43.15","43.15","42.30","42.30","-0.8500","414"
"6115","鎰勝","377000","17145050","46.20","46.20","45.25","45.40","-0.8000","298"
"6116","彩晶","108730000","2887026550","27.00","27.00","26.25","26.25","-2.9000","48598"
"6117","迎廣","90000","1707400","18.80","19.35","18.75","18.95","-0.2500","55"
"6120","達運","7540000","121591300","16.85","16.85","15.60","15.85","-1.2000","2628"
"6128","上福","282000","7306200","26.45","26.50","24.60","25.75","-0.7000","199"
"6133","金橋","681000","7891450","11.95","11.95","11.10","11.15","-0.8000","228"
"6136","富爾特","339000","6304500","18.75","18.80","18.50","18.55","-0.2500","178"
"6139","亞翔","2013000","67506550","34.15","34.30","32.65","32.80","-1.2500","1123"
"6141","柏承","2446000","80095950","34.00","34.05","32.05","32.05","-2.3000","1206"
"6142","友勁","2679000","37371350","14.45","14.45","13.80","13.80","-0.7000","1065"
"6152","百一","3068000","38545100","12.80","13.00","11.90","12.70","0.0500","1182"
"6153","嘉聯益","15806000","526250700","34.60","35.00","32.20","32.45","-2.4500","7619"
"6155","鈞寶","2073000","59106450","29.95","30.10","27.50","27.90","-2.1500","1267"
"6164","華興","3814000","50054450","13.55","13.65","12.70","12.75","-0.5000","1281"
"6165","浪凡","690000","27075550","40.00","40.05","38.75","38.90","-1.0000","362"
"6166","凌華","600000","37552100","64.80","64.80","61.20","61.20","-3.9000","407"
"6168","宏齊","3577000","78872650","23.00","23.00","21.30","21.85","-1.1500","1514"
"6172","互億","49000","1672900","34.55","35.25","34.05","34.05","-0.1500","15"
"6176","瑞儀","8472000","1105209500","130.00","132.00","129.00","130.50","2.0000","4855"
"6177","達麗","820000","25205550","31.00","31.05","30.55","30.55","-0.4500","410"
"6183","關貿","217000","10853300","50.40","50.60","49.55","49.55","-0.8500","152"
"6184","大豐電","178000","8062850","45.50","45.65","45.10","45.35","-0.3000","106"
"6189","豐藝","1265000","53211100","42.05","42.50","41.80","41.85","0.4500","735"
"6191","精成科","15713000","549378000","35.10","36.00","34.10","35.30","-0.1000","6477"
"6192","巨路","277000","19934500","73.60","73.60","71.30","71.70","-1.9000","192"
"6196","帆宣","1741000","202130500","120.50","120.50","112.00","112.50","-6.5000","1205"
"6197","佳必琪","1354000","54262900","41.20","41.20","39.35","39.60","-1.6000","757"
"6201","亞弘電","390000","19435150","51.00","51.00","49.25","49.30","-1.7000","281"
"6202","盛群","5169000","513381600","102.50","103.00","97.60","98.90","-3.6000","3607"
"6205","詮欣","461000","18351650","40.90","41.00","39.50","39.50","-1.7000","282"
"6206","飛捷","426000","28413400","67.00","67.30","66.30","66.40","-0.9000","270"
"6209","今國光","2649000","99552400","38.75","38.80","36.50","36.75","-2.3500","1625"
"6213","聯茂","4729000","664738000","146.00","146.00","138.00","138.00","-9.5000","2912"
"6214","精誠","523000","47605100","91.70","91.70","90.30","90.90","-0.8000","402"
"6215","和椿","814000","18360050","23.25","23.30","22.10","22.30","-0.9500","408"
"6216","居易","297000","7694050","26.10","26.10","25.75","25.80","-0.4000","178"
"6224","聚鼎","2466000","302869000","129.00","129.00","119.00","121.00","-7.0000","1765"
"6225","天瀚","48000","224770","4.69","4.69","4.60","4.60","-0.1000","19"
"6226","光鼎","3342000","34362500","10.80","10.80","10.00","10.05","-0.6500","1120"
"6230","尼得科超眾","207000","44351000","217.00","218.50","212.00","213.50","-4.0000","119"
"6235","華孚","2751000","58523650","21.95","22.00","20.90","21.00","-0.9000","1049"
"6239","力成","5941000","637013500","110.50","111.50","105.00","106.00","-5.5000","3430"
"6243","迅杰","2306000","40946750","18.60","18.60","17.20","17.25","-1.5500","1059"
"6251","定穎","14623000","313043250","22.50","22.50","20.80","20.90","-1.6500","5200"
"6257","矽格","10485000","556751600","54.10","54.20","52.40","52.40","-2.2000","5203"
"6269","台郡","5691000","659177000","119.00","119.00","114.50","114.50","-4.5000","3860"
"6271","同欣電","3607000","676100500","192.50","193.50","184.00","186.00","-7.0000","2691"
"6277","宏正","213000","18782200","88.60","89.10","87.80","87.80","-0.7000","177"
"6278","台表科","6145000","690547000","115.00","115.00","110.50","110.50","-5.5000","3702"
"6281","全國電","70000","5871500","84.30","84.30","83.60","84.00","-0.5000","59"
"6282","康舒","5338000","153580550","29.35","29.40","28.45","28.50","-0.9500","2870"
"6283","淳安","3109000","168849300","57.40","57.40","52.60","52.80","-4.7000","1762"
"6285","啟碁","2552000","186281200","74.40","74.60","72.10","72.20","-2.2000","1708"
"6288","聯嘉","3246000","103857850","32.25","32.40","31.80","32.00","-0.4500","1413"
"6289","華上","22000","78900","3.60","3.60","3.57","3.57","-0.0300","11"
"6405","悅城","353000","10039250","28.90","29.35","27.90","28.40","-0.4000","194"
"6409","旭隼","124000","158215000","1275.00","1290.00","1255.00","1275.00","0.0000","119"
"6412","群電","641000","47317500","74.40","74.90","73.50","73.60","-0.8000","405"
"6414","樺漢","776000","175809000","232.50","232.50","222.50","222.50","-10.0000","636"
"6415","矽力-KY","475000","1429455000","3000.00","3070.00","2915.00","3030.00","105.0000","445"
"6416","瑞祺電通","3488000","568577500","170.50","172.50","157.50","159.50","-11.5000","2499"
"6426","統新","159000","15526100","100.00","100.00","97.00","97.00","-3.0000","144"
"6431","光麗-KY","136000","4547500","34.90","34.90","33.05","33.50","-0.8000","64"
"6438","迅得","1662000","179051500","111.00","111.50","104.50","106.00","-6.5000","1167"
"6442","光聖","27000","961850","35.75","35.75","35.60","35.65","-0.1000","14"
"6443","元晶","73438000","3173075950","43.95","44.25","41.65","41.65","0.9500","34240"
"6449","鈺邦","1243000","88225000","71.30","73.00","69.10","71.00","-0.3000","813"
"6451","訊芯-KY","822000","87062500","110.00","110.00","103.00","103.50","-7.5000","665"
"6456","GIS-KY","2668000","325266000","123.00","124.50","120.50","121.00","-2.5000","1849"
"6464","台數科","30000","3333500","112.00","112.00","110.50","111.50","-0.5000","22"
"6477","安集","2998000","190439400","63.70","65.00","61.20","61.20","-1.8000","1866"
"6491","晶碩","847000","389293500","456.50","476.50","447.50","454.50","-1.5000","759"
"6504","南六","817000","142692000","173.50","179.00","171.00","171.00","1.0000","652"
"6505","台塑化","2784000","285200000","102.50","103.50","102.00","102.00","-1.5000","1492"
"6515","穎崴","224000","79679000","370.50","370.50","350.50","351.50","-18.5000","181"
"6525","捷敏-KY","553000","43414400","80.20","80.40","77.80","78.20","-2.0000","371"
"6531","愛普","4292000","3115579000","770.00","773.00","699.00","699.00","-77.0000","3747"
"6533","晶心科","2916000","1350878000","495.00","495.50","449.50","449.50","-49.5000","2455"
"6541","泰福-KY","1121000","73034100","67.20","67.20","64.10","64.10","-2.6000","823"
"6552","易華電","719000","43196600","62.30","62.40","58.20","58.20","-4.5000","473"
"6558","興能高","1053000","46381650","45.80","45.80","42.85","43.25","-2.8500","680"
"6573","虹揚-KY","507000","10699250","21.70","21.70","20.60","20.85","-0.8500","262"
"6579","研揚","49000","3467900","71.50","71.60","70.00","70.90","-0.4000","38"
"6581","鋼聯","159000","12031000","76.20","77.10","74.20","74.60","-1.6000","128"
"6582","申豐","2188000","674666500","305.00","320.00","295.00","299.50","-8.5000","1824"
"6591","動力-KY","811000","55804200","70.60","70.80","66.90","67.10","-3.2000","513"
"6592","和潤企業","3189000","267129000","85.20","85.50","82.50","83.30","-2.1000","1176"
"6598","ABC-KY","1171000","59997150","51.80","52.80","48.30","48.30","-1.6000","843"
"6605","帝寶","823000","53301500","64.70","65.80","64.00","64.00","-0.7000","498"
"6625","必應","30000","966250","32.80","32.80","31.25","31.25","-1.5500","25"
"6641","基士德-KY","67000","4862700","73.30","73.50","71.70","72.50","-0.5000","55"
"6655","科定","239000","17320100","71.50","73.80","70.80","72.50","2.5000","165"
"6666","羅麗芬-KY","16000","1451800","92.30","92.30","89.80","89.80","-1.6000","16"
"6668","中揚光","1692000","130321400","81.50","82.20","74.00","75.00","-6.5000","1215"
"6669","緯穎","1148000","1041590000","918.00","928.00","871.00","906.00","-8.0000","1064"
"6670","復盛應用","500000","112397000","232.50","233.00","222.00","222.00","-9.5000","431"
"6671","三能-KY","39000","1906200","48.95","49.10","48.70","48.70","-0.3000","30"
"6672","騰輝電子-KY","1957000","179664600","94.10","94.90","90.30","90.60","-3.4000","1129"
"6674","鋐寶科技","554000","21124450","36.50","39.95","34.75","38.65","2.0000","391"
"6698","旭暉應材","643000","28968450","47.00","47.00","43.75","43.95","-3.3000","414"
"6706","惠特","2182000","382277000","184.00","184.00","171.50","172.50","-11.5000","1713"
"6715","嘉基","104000","11869000","119.00","119.00","111.00","115.00","-1.5000","83"
"6743","安普新","1249000","165711500","140.00","140.00","130.00","130.00","-10.0000","923"
"6754","匯僑設計","125000","6019850","48.10","48.40","47.40","47.70","-0.6500","89"
"6756","威鋒電子","1084000","317824500","297.50","298.50","288.00","290.50","3.5000","925"
"6768","志強-KY","1008000","71908400","74.00","74.00","69.50","70.00","-4.4000","641"
"6776","展碁國際","526000","22812100","45.15","45.15","42.05","42.05","-3.1000","405"
"6781","AES-KY","478000","276818000","586.00","598.00","563.00","571.00","-24.0000","420"
"8011","台通","3577000","73806300","21.75","21.75","19.90","20.10","-1.7000","1592"
"8016","矽創","6957000","2154845500","312.00","323.50","299.00","311.50","-3.0000","5260"
"8021","尖點","4300000","172635300","41.15","41.60","39.05","39.50","-1.6500","2294"
"8028","昇陽半導體","1114000","55704350","51.50","51.50","49.50","49.50","-2.0000","771"
"8033","雷虎","3131000","53802750","18.00","18.00","16.80","16.85","-1.1500","1482"
"8039","台虹","4606000","252043300","58.00","58.00","53.20","53.20","-4.8000","2573"
"8046","南電","6803000","2071205000","318.50","318.50","298.50","298.50","-20.0000","5303"
"8070","長華*","6543000","253592350","39.85","39.90","37.80","37.90","-1.9000","3847"
"8072","陞泰","212000","6508300","31.15","31.30","30.20","30.20","-0.4500","130"
"8081","致新","1259000","257315000","212.00","213.00","201.00","201.50","-9.5000","978"
"8101","華冠","289000","897170","3.21","3.21","3.10","3.11","-0.1000","62"
"8103","瀚荃","4139000","189519900","45.85","47.45","44.05","44.75","-1.1000","2465"
"8104","錸寶","1243000","70852500","59.80","60.10","55.00","55.70","-4.1000","844"
"8105","凌巨","8783000","145401200","17.40","17.40","16.20","16.20","-1.2000","2670"
"8110","華東","12170000","212607850","18.45","18.45","17.00","17.00","-1.6000","4242"
"8112","至上","5997000","251117400","42.00","42.35","41.40","41.80","-0.2000","2941"
"8114","振樺電","141000","10916300","78.00","78.30","77.10","77.10","-1.2000","95"
"8131","福懋科","931000","39935650","43.60","43.60","42.45","42.45","-1.2500","537"
"8150","南茂","11093000","524437600","47.90","48.60","46.10","46.30","-1.4000","5921"
"8163","達方","3600000","179420200","50.80","50.80","49.40","49.40","-1.8000","2230"
"8201","無敵","213000","2512650","12.15","12.15","11.55","11.55","-0.4500","97"
"8210","勤誠","361000","30801100","86.10","86.30","84.40","84.50","-1.6000","291"
"8213","志超","5393000","276243800","52.20","52.20","50.60","50.80","-1.6000","2743"
"8215","明基材","5402000","166438750","31.95","31.95","30.05","30.05","-2.4000","3057"
"8222","寶一","621000","8829650","14.65","14.70","13.90","14.20","-0.5500","370"
"8249","菱光","1352000","32819450","25.20","25.20","23.85","23.90","-1.0000","650"
"8261","富鼎","3134000","246484300","81.10","81.10","77.40","77.40","-3.7000","1708"
"8271","宇瞻","10608000","602868900","58.00","58.50","54.50","54.60","-1.8000","6279"
"8341","日友","247000","56390000","229.00","230.50","226.50","227.00","-2.5000","229"
"8367","建新國際","1879000","77635850","40.70","42.80","39.50","39.50","-0.6000","1149"
"8374","羅昇","602000","16789450","27.70","28.30","27.55","27.85","0.7500","348"
"8404","百和興業-KY","1991000","97000600","48.70","50.20","47.40","47.65","-0.9500","1058"
"8411","福貞-KY","996000","16200700","17.10","17.10","15.90","15.90","-1.7000","379"
"8422","可寧衛","336000","58852500","176.50","176.50","174.50","174.50","-2.0000","282"
"8427","基勝-KY","9000","478600","54.00","54.00","53.00","53.00","-0.7000","5"
"8429","金麗-KY","1300000","13429900","10.45","10.60","10.10","10.20","-0.2500","622"
"8442","威宏-KY","60000","2344300","39.50","39.85","38.40","38.40","-1.2000","56"
"8443","阿瘦","251000","3242350","13.40","13.40","12.65","12.95","-0.4500","142"
"8454","富邦媒","87000","87524000","1025.00","1030.00","993.00","1000.00","-30.0000","86"
"8462","柏文","342000","53244500","160.50","160.50","154.00","154.00","-7.5000","296"
"8463","潤泰材","143000","5446900","37.90","39.00","37.75","37.75","-0.4000","93"
"8464","億豐","399000","180594500","450.00","468.00","445.00","445.00","-7.0000","321"
"8466","美吉吉-KY","40000","2551400","63.80","64.00","63.50","64.00","-0.4000","24"
"8467","波力-KY","18000","799300","45.20","45.20","44.00","44.80","-0.4000","14"
"8473","山林水","170000","6958200","41.45","41.70","40.55","40.70","-0.3500","125"
"8478","東哥遊艇","114000","6240200","55.10","56.30","53.70","54.90","-0.3000","92"
"8480","泰昇-KY","47000","5361500","116.00","116.00","113.00","115.00","-1.5000","34"
"8481","政伸","37000","3180300","86.20","86.30","85.50","85.50","-0.7000","34"
"8482","商億-KY","194000","15386800","79.50","79.90","78.70","79.60","0.1000","69"
"8488","吉源-KY","27000","458200","17.00","17.05","16.90","16.90","-0.5000","21"
"8499","鼎炫-KY","378000","57011000","155.00","155.00","148.00","149.50","-5.5000","291"
"8926","台汽電","3144000","126579650","40.10","40.85","39.80","40.15","0.2000","1693"
"8940","新天地","271000","3390800","12.60","12.70","12.45","12.45","-0.3500","98"
"8996","高力","540000","28082400","53.00","53.00","51.60","51.60","-1.4000","396"
"9103","美德醫療-DR","6788000","157634500","22.80","23.35","22.75","23.35","2.1000","2101"
"910322","康師傅-DR","37000","928150","25.20","25.20","24.85","25.15","-0.2500","23"
"9105","泰金寶-DR","7155000","36767440","5.20","5.20","5.08","5.18","-0.1400","1201"
"910861","神州-DR","287000","2956850","10.25","10.40","10.20","10.40","-0.2500","54"
"9110","越南控-DR","351000","1129340","3.20","3.30","3.16","3.16","-0.0400","124"
"911608","明輝-DR","699000","3126570","4.61","4.72","4.34","4.39","-0.2200","158"
"911616","杜康-DR","546000","1056070","1.95","1.99","1.92","1.93","-0.0100","191"
"911622","泰聚亨-DR","985000","6019860","6.37","6.37","5.90","5.99","-0.3600","179"
"911868","同方友友-DR","477000","747890","1.63","1.63","1.54","1.54","-0.0900","172"
"912000","晨訊科-DR","2619000","7843540","3.02","3.06","2.95","2.96","-0.0600","568"
"912398","友佳-DR","515000","2723200","5.54","5.54","5.17","5.19","-0.3500","165"
"9136","巨騰-DR","349000","3468650","10.05","10.05","9.90","9.94","-0.1100","115"
"9188","精熙-DR","442000","1383800","3.22","3.22","3.10","3.10","-0.1100","134"
"9802","鈺齊-KY","2186000","252222500","119.00","120.00","112.00","112.50","-8.5000","1268"
"9902","台火","3408000","53796450","16.45","16.45","15.50","15.55","-0.9500","1436"
"9904","寶成","21123000","730118300","35.15","35.15","33.85","34.90","-0.7000","7282"
"9905","大華","819000","22748150","28.20","28.20","27.50","28.00","-0.1500","451"
"9906","欣巴巴","55000","2723500","50.10","50.10","49.00","49.45","0.1500","45"
"9907","統一實","7441000","114792850","15.40","15.80","15.20","15.20","-0.2000","2218"
"9908","大台北","105000","3559600","33.95","34.00","33.80","33.90","-0.0500","85"
"9910","豐泰","674000","135960000","205.00","206.50","199.50","200.50","-7.0000","479"
"9911","櫻花","575000","37345900","64.00","65.50","64.00","65.10","1.0000","351"
"9912","偉聯","158000","1544410","10.10","10.10","9.50","9.78","-0.3200","86"
"9914","美利達","1069000","351004500","333.00","336.00","320.00","328.00","-5.0000","902"
"9917","中保科","426000","40424100","95.20","95.60","94.50","94.50","-1.1000","361"
"9918","欣天然","30000","1150800","38.60","38.60","38.30","38.30","-0.3500","20"
"9919","康那香","21244000","766628200","35.85","37.10","34.80","34.90","0.7500","10203"
"9921","巨大","596000","211530000","351.00","359.00","351.00","355.00","-1.0000","547"
"9924","福興","519000","24493300","47.95","47.95","46.70","46.75","-1.2500","389"
"9925","新保","340000","13134700","38.80","38.90","38.55","38.55","-0.2000","222"
"9926","新海","48000","2306350","48.25","48.50","48.00","48.00","-0.2000","41"
"9927","泰銘","1090000","34445900","31.65","32.45","31.00","31.10","-0.5000","521"
"9928","中視","9000","53900","6.00","6.00","5.90","5.90","-0.1000","6"
"9929","秋雨","172000","2185100","12.75","12.80","12.65","12.65","-0.0500","82"
"9930","中聯資源","288000","13781350","48.60","48.60","47.30","47.45","-1.0500","190"
"9931","欣高","17000","689800","40.55","40.70","40.50","40.70","-0.3000","11"
"9933","中鼎","2945000","114814600","39.40","39.45","38.65","38.70","-0.8000","1483"
"9934","成霖","3764000","70791300","19.30","19.30","18.65","18.70","-0.6000","1058"
"9935","慶豐富","1094000","27285550","25.35","25.35","24.65","24.90","-0.5500","525"
"9937","全國","44000","2179400","49.35","49.60","49.35","49.60","-0.0500","22"
"9938","百和","1195000","113512100","96.40","96.40","94.00","94.60","-2.2000","699"
"9939","宏全","2261000","175247000","78.30","79.40","76.40","77.00","-1.6000","1299"
"9940","信義","1806000","58909850","33.60","33.60","32.10","32.30","-1.3000","967"
"9941","裕融","1208000","161015500","135.50","136.00","131.00","132.50","-4.0000","745"
"9941A","裕融甲特","24000","1225000","51.10","51.20","51.00","51.20","0.0000","15"
"9942","茂順","597000","59086300","101.00","101.00","97.00","98.80","-3.2000","430"
"9943","好樂迪","291000","19173100","66.90","66.90","65.10","65.90","-1.0000","230"
"9944","新麗","659000","13706800","20.60","21.50","20.55","21.05","0.4500","213"
"9945","潤泰新","6957000","370244300","53.10","53.70","52.80","53.10","0.0000","2983"
"9946","三發地產","365000","5984950","16.65","16.65","16.20","16.45","-0.2000","200"
"9955","佳龍","3151000","73059550","23.10","24.05","22.15","22.15","-1.0500","1553"
"9958","世紀鋼","11500000","1342974000","117.00","121.50","112.00","112.00","-4.0000","7087"
